timestamp,market_cap,price,supply
2022-07-26 00:00:00,407480099599.8142,21330.295450788173,19103350.0
2022-07-27 00:00:00,405692421501.52716,21235.612316085775,19104343.000000004
2022-07-28 00:00:00,437193517021.8447,22908.884260468687,19084016.141993478
2022-07-29 00:00:00,454806622614.75885,23822.067597823116,19091819.832478333
2022-07-30 00:00:00,459609388579.5554,23847.58331873861,19272786.78248333
2022-07-31 00:00:00,451726702392.36206,23653.459549430798,19097701.181865066
2022-08-01 00:00:00,447051019373.1847,23379.70052509082,19121332.152797032
2022-08-02 00:00:00,445958949620.3002,23333.749243312184,19112185.743065655
2022-08-03 00:00:00,440954684720.7478,23053.846847482677,19127162.9259087
2022-08-04 00:00:00,437035641450.2815,22860.42098438317,19117567.50887647
2022-08-05 00:00:00,432420621055.8012,22678.363633874185,19067540.676078755
2022-08-06 00:00:00,443821669890.4801,23225.036201942938,19109622.30721308
2022-08-07 00:00:00,439414782173.18774,22984.57953144855,19117808.162292477
2022-08-08 00:00:00,442979379284.1196,23197.603469525384,19095911.345586203
2022-08-09 00:00:00,455450642522.25543,23823.679442453606,19117560.896602985
2022-08-10 00:00:00,443382534834.6949,23203.680696781623,19108284.613492053
2022-08-11 00:00:00,457270455537.3291,23948.829553271633,19093645.24559246
2022-08-12 00:00:00,458070674127.7904,23948.75170368143,19127121.10407722
2022-08-13 00:00:00,466765701334.6809,24411.379871522615,19120824.131666232
2022-08-14 00:00:00,467078368768.6749,24433.653747243658,19116190.054930516
2022-08-15 00:00:00,464896345363.0234,24312.541424891562,19121668.0
2022-08-16 00:00:00,462437221425.1544,24179.014652309197,19125561.073308244
2022-08-17 00:00:00,456791042838.03827,23913.333725628458,19101939.030294426
2022-08-18 00:00:00,447015816173.3428,23359.418837070007,19136427.12137835
2022-08-19 00:00:00,444845955425.38696,23248.38422819264,19134489.135203432
2022-08-20 00:00:00,400810425580.64777,20945.8339660496,19135567.78070083
2022-08-21 00:00:00,404924875533.8922,21175.232732989512,19122570.251756806
2022-08-22 00:00:00,413578924865.8514,21615.761693416986,19133210.78996747
2022-08-23 00:00:00,408409110509.79584,21387.747114773963,19095471.26764371
2022-08-24 00:00:00,412338357271.39594,21562.45153991356,19122981.285691455
2022-08-25 00:00:00,409503007623.01685,21395.45846975991,19139716.412331317
2022-08-26 00:00:00,413843488595.5175,21618.009019176647,19143459.89163064
2022-08-27 00:00:00,387215087166.7839,20271.322951706014,19101618.97619002
2022-08-28 00:00:00,383790676113.79205,20069.953331596196,19122649.154823348
2022-08-29 00:00:00,376180531070.6233,19659.24670619362,19135043.0
2022-08-30 00:00:00,389119405471.2333,20308.861447891457,19160079.77451799
2022-08-31 00:00:00,379555151404.602,19805.35069885804,19164273.18939052
2022-09-01 00:00:00,383348414528.78253,20023.55444491251,19144873.38316609
2022-09-02 00:00:00,385027707310.6654,20153.975977982507,19104305.161983635
2022-09-03 00:00:00,381788074511.76855,19941.451370047158,19145450.72106583
2022-09-04 00:00:00,379422449024.2574,19814.5642451146,19148664.80688851
2022-09-05 00:00:00,382421043401.0045,19980.013222242276,19140179.69594151
2022-09-06 00:00:00,378685143698.17633,19785.73350185514,19139302.753808457
2022-09-07 00:00:00,361210437263.86273,18859.500087680277,19152704.768660266
2022-09-08 00:00:00,369340091982.8708,19280.62547645678,19156022.320638157
2022-09-09 00:00:00,369723445425.44885,19322.77774937157,19134073.279783662
2022-09-10 00:00:00,408976281844.7646,21359.58252557909,19147203.90040379
2022-09-11 00:00:00,415974687298.0947,21707.38731931814,19162816.841062434
2022-09-12 00:00:00,416073628622.09485,21739.80437979554,19138793.58586979
2022-09-13 00:00:00,427473787888.3761,22339.67050262336,19135187.68498298
2022-09-14 00:00:00,386529657258.8565,20184.96749189655,19149382.203069318
2022-09-15 00:00:00,387486232249.80023,20255.922978327133,19129527.33204959
2022-09-16 00:00:00,377719382182.44714,19702.169889811717,19171461.026623845
2022-09-17 00:00:00,377988702161.6817,19764.411712043777,19124713.02808107
2022-09-18 00:00:00,385486747327.04944,20131.675305714027,19148269.653327644
2022-09-19 00:00:00,372598380208.27094,19437.157867982634,19169385.91222867
2022-09-20 00:00:00,374524246937.4287,19570.386709523507,19137294.14223453
2022-09-21 00:00:00,361980678159.1343,18869.928809390534,19182938.198420558
2022-09-22 00:00:00,355194467885.9514,18539.63523831258,19158654.5970405
2022-09-23 00:00:00,372075639498.16974,19464.322663348466,19115776.383978274
2022-09-24 00:00:00,370913140447.51636,19291.904802452067,19226361.743210137
2022-09-25 00:00:00,363168779956.3335,18939.970580499372,19174727.77546195
2022-09-26 00:00:00,360256894978.40894,18809.41143933244,19153012.63627389
2022-09-27 00:00:00,367613056759.2221,19219.727780656474,19126860.741971746
2022-09-28 00:00:00,366383164263.7157,19116.331160710437,19165977.04776838
2022-09-29 00:00:00,372892084645.0075,19444.787771362975,19176968.60616699
2022-09-30 00:00:00,374830625219.6003,19563.765161776904,19159431.843515128
2022-10-01 00:00:00,373222100680.7475,19476.92659600407,19162268.689625736
2022-10-02 00:00:00,370204708063.3375,19314.463835217448,19167226.75927026
2022-10-03 00:00:00,366195863790.6755,19065.153837148988,19207600.784061473
2022-10-04 00:00:00,375767908259.0832,19620.567543591394,19151734.90390797
2022-10-05 00:00:00,390177741507.47705,20345.398520106643,19177689.791717675
2022-10-06 00:00:00,386368899196.38165,20161.830614985047,19163383.850135982
2022-10-07 00:00:00,382505641462.15643,19949.051041418512,19174127.163642652
2022-10-08 00:00:00,373170861484.13965,19457.308951251147,19178955.44646445
