timestamp,market_cap,price,supply
2022-10-09 00:00:00,372391945609.07526,19418.037989243952,19177629.882862046
2022-10-10 00:00:00,372264710552.3351,19448.14900175761,19141395.436588436
2022-10-11 00:00:00,367207056773.2261,19142.694767392895,19182620.902398538
2022-10-12 00:00:00,365118514776.26794,19058.628039738272,19157649.439139903
2022-10-13 00:00:00,367301644901.367,19153.039779986986,19177198.45625552
2022-10-14 00:00:00,371647189087.47595,19383.9432200889,19172940.4521941
2022-10-15 00:00:00,367584653730.75476,19198.107144951755,19146921.67073425
2022-10-16 00:00:00,365870425566.52997,19072.780513358884,19182857.229981143
2022-10-17 00:00:00,369552982160.53754,19272.921847772006,19174725.300059196
2022-10-18 00:00:00,375052275829.7958,19557.895548868444,19176514.921693355
2022-10-19 00:00:00,371196833238.99286,19348.029368810374,19185252.72849615
